edad,ciudad,peso,ingresos,genero,nivel_educacional,fumador,actividad_fisica
38.0,Temuco,58.0,647000.0,Otro,Media,No,Baja
65.0,Temuco,33.5,253000.0,Masculino,Básica,Sí,Baja
37.0,Santiago,84.7,663000.0,Femenino,Media,Sí,Alta
73.0,Puerto Montt,54.9,395000.0,Femenino,Técnico,No,Moderada
25.0,Puerto Montt,69.6,531000.0,Masculino,Técnico,Sí,Baja
24.0,La Serena,67.7,417000.0,Femenino,Media,No,Alta
20.0,Rancagua,92.3,586000.0,Otro,Universitario,Sí,Moderada
34.0,sin información,71.3,654000.0,Femenino,Básica,No,Baja
50.0,Concepción,82.1,597000.0,Masculino,Media,Sí,Alta
,Antofagasta,78.2,499000.0,Otro,Media,Sí,Baja
29.0,Iquique,,429000.0,Femenino,Técnico,Sí,Baja
76.0,Iquique,66.4,490000.0,Otro,Universitario,No,Alta
68.0,Talca,98.0,,Masculino,Básica,No,Baja
39.0,Santiago,40.2,604000.0,Femenino,Media,Sí,Alta
72.0,Temuco,82.9,583000.0,Otro,Básica,,Moderada
39.0,La Serena,57.0,308000.0,Otro,,Sí,Alta
63.0,Puerto Montt,62.6,497000.0,Femenino,Media,Sí,Moderada
,Santiago,78.5,405000.0,Otro,Básica,No,Baja
55.0,Talca,78.4,600000.0,Otro,Técnico,No,Alta
55.0,Antofagasta,79.1,385000.0,Masculino,Universitario,No,Alta
62.0,La Serena,49.2,568000.0,Masculino,Universitario,Sí,Alta
68.0,Talca,91.7,458000.0,Masculino,Universitario,Sí,Alta
71.0,Temuco,56.5,218000.0,Masculino,Técnico,No,Moderada
25.0,Temuco,58.5,640000.0,Masculino,Técnico,Sí,Moderada
44.0,Temuco,79.6,496000.0,Masculino,Técnico,No,Baja
44.0,Santiago,,691000.0,Femenino,Universitario,No,Baja
51.0,sin información,,250000.0,Masculino,Básica,No,Baja
38.0,Puerto Montt,37.7,456000.0,Otro,Técnico,No,Baja
47.0,Puerto Montt,74.3,468000.0,Femenino,Media,Sí,Alta
50.0,Antofagasta,73.3,541000.0,Otro,Técnico,,
,La Serena,62.4,301000.0,Masculino,Media,Sí,Moderada
64.0,Valparaíso,,582000.0,Masculino,Universitario,No,Moderada
50.0,Valparaíso,66.8,787000.0,Otro,Media,No,Moderada
22.0,Talca,69.4,571000.0,Otro,Técnico,No,Baja
77.0,Temuco,,514000.0,Otro,Técnico,No,Alta
78.0,La Serena,42.5,293000.0,Femenino,Básica,Sí,Moderada
65.0,sin información,93.9,384000.0,Masculino,Universitario,Sí,Alta
36.0,Santiago,60.4,,Otro,Media,Sí,Alta
21.0,sin información,66.7,421000.0,Masculino,Universitario,Sí,Alta
52.0,Concepción,33.9,654000.0,Otro,,No,Alta
66.0,Antofagasta,93.9,580000.0,Masculino,Básica,Sí,Moderada
34.0,Temuco,63.0,904000.0,Femenino,Técnico,Sí,Moderada
61.0,Temuco,71.5,,,Técnico,No,Moderada
,Temuco,86.8,505000.0,,Técnico,Sí,Baja
47.0,Santiago,59.9,292000.0,Masculino,Media,Sí,Moderada
46.0,Santiago,84.4,167000.0,Femenino,Técnico,Sí,Baja
63.0,Concepción,39.1,608000.0,Femenino,Universitario,Sí,
70.0,Iquique,78.3,574000.0,Masculino,Universitario,No,Baja
23.0,La Serena,93.6,372000.0,Otro,Básica,No,Moderada
52.0,Temuco,61.3,514000.0,Femenino,Universitario,Sí,Moderada
77.0,Valparaíso,,406000.0,Femenino,Técnico,,
58.0,Puerto Montt,97.5,426000.0,Masculino,Técnico,Sí,Baja
54.0,Valparaíso,66.2,452000.0,Femenino,Universitario,Sí,Baja
,Talca,64.9,366000.0,Femenino,Básica,Sí,Alta
46.0,Valparaíso,56.5,393000.0,Otro,Básica,No,Baja
66.0,Talca,62.4,397000.0,,Universitario,No,Baja
63.0,Rancagua,57.8,563000.0,,Media,,Moderada
70.0,Puerto Montt,56.5,84000.0,Masculino,Media,No,Alta
48.0,Valparaíso,88.0,466000.0,Femenino,Media,No,Alta
52.0,Rancagua,58.2,,Masculino,Media,No,Alta
77.0,Antofagasta,73.9,342000.0,Femenino,,Sí,Moderada
,La Serena,70.6,421000.0,Femenino,Básica,No,Alta
69.0,Rancagua,92.5,498000.0,Femenino,Técnico,Sí,Alta
78.0,La Serena,62.5,468000.0,,Técnico,Sí,Moderada
38.0,Valparaíso,75.7,340000.0,Masculino,Universitario,No,
,Iquique,81.9,608000.0,Masculino,Técnico,Sí,Baja
40.0,Rancagua,92.3,365000.0,Femenino,Media,Sí,Baja
50.0,Puerto Montt,62.2,,Masculino,Básica,Sí,Baja
20.0,Valparaíso,60.7,543000.0,Otro,Universitario,No,Baja
35.0,Temuco,54.1,,Masculino,Básica,No,Baja
42.0,Santiago,103.5,408000.0,Femenino,Universitario,Sí,Baja
,Rancagua,90.8,60000.0,Otro,Universitario,No,Baja
48.0,Puerto Montt,69.4,367000.0,Otro,Universitario,Sí,Baja
71.0,Antofagasta,99.0,,Femenino,Universitario,No,Baja
75.0,Temuco,68.5,603000.0,Masculino,Básica,Sí,Moderada
20.0,Antofagasta,80.9,488000.0,Femenino,Técnico,Sí,Moderada
57.0,Valparaíso,70.2,428000.0,Masculino,,No,Baja
63.0,Santiago,76.0,844000.0,Masculino,Media,No,Moderada
41.0,Rancagua,74.4,,Otro,Universitario,No,Moderada
67.0,Rancagua,63.6,592000.0,Femenino,Básica,No,Baja
49.0,Iquique,86.4,300000.0,Otro,Universitario,No,Baja
64.0,Iquique,80.7,336000.0,Femenino,Media,,Moderada
39.0,Valparaíso,85.4,597000.0,Femenino,Básica,Sí,Baja
40.0,Valparaíso,74.8,657000.0,Otro,Universitario,Sí,Baja
19.0,Santiago,56.4,442000.0,Femenino,Media,No,Baja
44.0,Iquique,,223000.0,Femenino,Básica,No,Baja
59.0,Puerto Montt,66.1,475000.0,Masculino,Universitario,Sí,Moderada
19.0,sin información,75.5,528000.0,Femenino,Media,Sí,Alta
43.0,Santiago,79.5,515000.0,Femenino,Básica,Sí,Moderada
34.0,Puerto Montt,,415000.0,Otro,,Sí,Alta
57.0,Talca,83.7,477000.0,Otro,Básica,No,Alta
50.0,La Serena,86.1,388000.0,Femenino,Media,Sí,Alta
26.0,Santiago,66.6,333000.0,,Universitario,No,Moderada
60.0,Santiago,,613000.0,Masculino,Universitario,Sí,Moderada
71.0,Concepción,66.0,515000.0,Otro,Universitario,No,Moderada
65.0,Temuco,75.1,,Femenino,Media,No,Moderada
56.0,Temuco,64.2,424000.0,Femenino,Técnico,No,Moderada
46.0,Talca,59.9,473000.0,Masculino,Universitario,No,Alta
59.0,Iquique,85.7,524000.0,Masculino,Media,Sí,Moderada
72.0,Valparaíso,116.8,,Masculino,Básica,Sí,
43.0,Valparaíso,64.6,598000.0,Otro,Básica,Sí,Moderada
52.0,Antofagasta,88.2,400000.0,,Media,No,
67.0,Talca,65.1,402000.0,Otro,Técnico,Sí,Baja
42.0,sin información,69.8,378000.0,Femenino,,Sí,Alta
41.0,Talca,96.4,470000.0,Otro,Básica,Sí,Moderada
30.0,Talca,53.9,378000.0,Femenino,Básica,No,Moderada
,Talca,49.9,571000.0,Masculino,Universitario,No,Moderada
75.0,Temuco,68.7,103000.0,Masculino,Técnico,No,Baja
24.0,Talca,80.0,580000.0,Masculino,Media,Sí,Alta
74.0,La Serena,77.0,541000.0,Otro,Básica,Sí,Moderada
53.0,Valparaíso,75.4,689000.0,Masculino,Básica,Sí,Moderada
,Antofagasta,70.5,632000.0,Femenino,Básica,No,Moderada
37.0,La Serena,81.8,397000.0,Otro,Media,Sí,Baja
,Antofagasta,26.3,615000.0,Femenino,Media,No,Moderada
25.0,Concepción,58.7,475000.0,Otro,Técnico,No,Alta
63.0,sin información,68.6,210000.0,,Universitario,No,Alta
33.0,Valparaíso,80.6,524000.0,Femenino,Universitario,No,Alta
31.0,Valparaíso,92.3,,Otro,Universitario,Sí,Alta
,Talca,56.7,500000.0,Otro,,Sí,
68.0,Rancagua,91.9,748000.0,Masculino,Universitario,No,Baja
40.0,sin información,63.2,534000.0,Masculino,,Sí,
32.0,Santiago,68.1,347000.0,Femenino,Técnico,No,Baja
45.0,Puerto Montt,78.7,645000.0,Femenino,Básica,Sí,Moderada
51.0,Antofagasta,67.0,554000.0,,Técnico,Sí,Baja
19.0,Rancagua,86.7,330000.0,Otro,Técnico,No,Alta
49.0,Talca,63.9,259000.0,Otro,Universitario,No,Moderada
,Temuco,64.2,353000.0,Masculino,,No,Baja
39.0,Santiago,85.8,625000.0,Femenino,Básica,No,Alta
68.0,Iquique,58.6,455000.0,Masculino,Media,Sí,Alta
42.0,sin información,73.7,512000.0,Otro,Universitario,No,Moderada
75.0,Temuco,45.1,299000.0,Otro,Universitario,Sí,Moderada
79.0,Concepción,97.3,629000.0,Otro,Media,No,Baja
78.0,Talca,88.1,198000.0,Masculino,Media,Sí,
39.0,Santiago,,402000.0,Otro,Universitario,No,Baja
75.0,Santiago,90.1,,Femenino,Media,Sí,Moderada
75.0,Santiago,53.1,332000.0,Masculino,Básica,Sí,Baja
39.0,Concepción,80.0,592000.0,Otro,Técnico,Sí,Baja
66.0,Antofagasta,56.2,370000.0,Masculino,Técnico,No,Alta
69.0,Iquique,93.7,316000.0,Masculino,Universitario,No,Alta
59.0,Concepción,53.5,693000.0,Otro,Universitario,No,Alta
23.0,Puerto Montt,52.8,523000.0,Otro,Básica,No,Baja
32.0,Iquique,45.9,578000.0,Masculino,Media,Sí,Moderada
71.0,Valparaíso,62.7,653000.0,Masculino,Universitario,Sí,Alta
60.0,Talca,59.7,107000.0,Otro,Técnico,Sí,Moderada
77.0,Concepción,51.1,595000.0,Femenino,Básica,,Baja
54.0,sin información,99.8,386000.0,Masculino,Básica,Sí,Baja
,Iquique,77.9,406000.0,Masculino,Media,Sí,Alta
25.0,Puerto Montt,76.2,566000.0,Femenino,Universitario,No,Moderada
70.0,Valparaíso,93.8,446000.0,Otro,Universitario,No,
77.0,Antofagasta,,589000.0,Otro,Básica,Sí,
61.0,Temuco,58.8,494000.0,Femenino,Técnico,No,Moderada
61.0,Iquique,44.5,525000.0,Otro,Universitario,No,Alta
22.0,Talca,57.9,426000.0,Otro,Técnico,No,Baja
56.0,Temuco,92.6,340000.0,Masculino,Básica,No,Alta
21.0,Valparaíso,51.2,389000.0,Masculino,Universitario,Sí,Moderada
,Temuco,75.3,485000.0,Masculino,Técnico,Sí,
62.0,La Serena,85.5,776000.0,Femenino,Básica,,Moderada
49.0,Rancagua,74.3,721000.0,Otro,Técnico,Sí,Moderada
69.0,Antofagasta,76.0,402000.0,Otro,Universitario,Sí,Moderada
47.0,Valparaíso,79.8,509000.0,Masculino,Media,No,Alta
64.0,Temuco,75.7,457000.0,Masculino,Técnico,Sí,Alta
52.0,Rancagua,94.1,520000.0,Femenino,,Sí,Alta
72.0,Rancagua,54.4,539000.0,Otro,Universitario,No,Alta
57.0,Temuco,73.6,579000.0,Femenino,Media,No,Baja
69.0,Talca,42.7,65000.0,Otro,Básica,No,Baja
33.0,La Serena,,555000.0,Femenino,Media,Sí,Alta
30.0,Concepción,68.8,440000.0,Masculino,Técnico,No,Baja
67.0,sin información,78.2,394000.0,,Técnico,No,
77.0,Temuco,94.5,619000.0,Femenino,,No,
59.0,Antofagasta,106.3,720000.0,Masculino,Básica,Sí,Alta
47.0,Concepción,89.8,603000.0,Otro,Universitario,No,Baja
36.0,Valparaíso,80.9,422000.0,Otro,Media,No,Baja
,La Serena,72.4,339000.0,Masculino,Técnico,Sí,Alta
73.0,Temuco,47.0,49000.0,Femenino,Técnico,No,Moderada
36.0,La Serena,67.8,527000.0,Femenino,Media,Sí,Alta
,Concepción,89.4,587000.0,Femenino,Media,Sí,Moderada
75.0,Puerto Montt,83.5,,Otro,Media,,Baja
72.0,Iquique,50.7,640000.0,Femenino,Universitario,Sí,Moderada
43.0,La Serena,79.2,302000.0,Otro,Técnico,No,Moderada
54.0,Valparaíso,77.9,474000.0,Femenino,Técnico,No,Alta
43.0,Valparaíso,75.2,462000.0,Masculino,Técnico,No,Baja
70.0,Santiago,69.6,483000.0,Masculino,Universitario,No,Alta
79.0,La Serena,80.0,675000.0,Otro,Básica,Sí,Alta
40.0,Iquique,80.5,,Otro,Técnico,No,Baja
26.0,Talca,,456000.0,Masculino,Técnico,No,Alta
29.0,Rancagua,76.8,359000.0,Masculino,Básica,No,Alta
70.0,sin información,67.2,699000.0,Femenino,Universitario,Sí,Moderada
18.0,Rancagua,47.7,285000.0,Masculino,Básica,Sí,Alta
75.0,Rancagua,61.6,417000.0,Otro,Básica,No,Baja
75.0,Puerto Montt,46.5,754000.0,Masculino,Básica,Sí,Alta
18.0,Santiago,84.7,570000.0,Otro,Básica,Sí,Moderada
,Iquique,75.3,497000.0,Otro,Universitario,No,Alta
51.0,Iquique,64.7,503000.0,Femenino,Universitario,No,Alta
49.0,Puerto Montt,91.3,358000.0,Femenino,Básica,No,
79.0,La Serena,71.0,490000.0,Femenino,Media,No,Moderada
71.0,La Serena,48.5,448000.0,Femenino,Media,No,Baja
65.0,La Serena,63.4,527000.0,Masculino,Media,Sí,
42.0,Antofagasta,94.5,274000.0,Femenino,Media,No,Moderada
57.0,Rancagua,60.0,560000.0,Masculino,Técnico,No,Moderada
62.0,Antofagasta,74.1,652000.0,Femenino,Universitario,No,Alta
70.0,Santiago,,469000.0,Femenino,Universitario,No,Baja
18.0,Puerto Montt,78.8,597000.0,Otro,,No,Moderada
33.0,Iquique,106.7,547000.0,Masculino,Técnico,Sí,Baja
78.0,sin información,52.4,409000.0,Otro,Básica,No,Alta
56.0,Antofagasta,53.9,341000.0,Femenino,Básica,Sí,Moderada
22.0,Antofagasta,,362000.0,Masculino,Universitario,No,
39.0,Temuco,65.6,544000.0,Femenino,,,Baja
,Antofagasta,86.5,492000.0,Otro,Media,No,Alta
72.0,Talca,54.5,691000.0,Masculino,Universitario,Sí,Moderada
20.0,Iquique,86.7,619000.0,Otro,Técnico,No,Baja
29.0,sin información,70.5,618000.0,Femenino,Técnico,No,Alta
43.0,Iquique,,539000.0,Femenino,Universitario,No,Baja
33.0,Puerto Montt,43.7,,Femenino,Universitario,No,Alta
68.0,Iquique,47.1,549000.0,,Básica,No,Baja
54.0,Talca,60.0,510000.0,Otro,,No,Baja
39.0,Iquique,67.5,329000.0,Otro,Básica,No,Alta
74.0,Puerto Montt,90.2,,Femenino,Media,Sí,Moderada
46.0,Puerto Montt,82.0,665000.0,Otro,Universitario,No,Alta
31.0,Santiago,57.4,328000.0,Masculino,Técnico,No,Moderada
45.0,Iquique,76.1,404000.0,Femenino,Universitario,No,Baja
22.0,Temuco,94.8,418000.0,Femenino,Técnico,Sí,Baja
64.0,La Serena,98.1,591000.0,Femenino,Media,Sí,Alta
66.0,Valparaíso,65.3,574000.0,Masculino,Universitario,No,
47.0,Puerto Montt,84.4,507000.0,Femenino,Técnico,Sí,Moderada
63.0,Concepción,90.8,541000.0,Femenino,Técnico,No,Moderada
,La Serena,47.4,307000.0,Femenino,Básica,No,Moderada
,sin información,62.3,557000.0,Femenino,Media,Sí,Alta
22.0,Iquique,103.3,485000.0,Otro,Universitario,No,Baja
29.0,Talca,65.5,398000.0,Femenino,Básica,Sí,
,Valparaíso,26.1,270000.0,Masculino,Media,Sí,Baja
43.0,Concepción,68.2,504000.0,Femenino,Básica,Sí,Alta
43.0,La Serena,86.9,554000.0,Femenino,Universitario,,Alta
65.0,Iquique,70.1,,Otro,Técnico,No,Moderada
38.0,Santiago,80.7,503000.0,Femenino,Universitario,No,Baja
56.0,Rancagua,,518000.0,Otro,Media,No,Alta
53.0,Valparaíso,64.7,417000.0,Masculino,Universitario,No,Alta
50.0,Temuco,62.2,557000.0,Otro,Media,No,Baja
79.0,Santiago,72.3,480000.0,Femenino,Básica,No,
47.0,Concepción,72.7,542000.0,Masculino,Media,Sí,Baja
54.0,Valparaíso,70.8,580000.0,Femenino,Técnico,No,Moderada
40.0,Santiago,71.4,580000.0,Otro,Técnico,No,Moderada
75.0,Rancagua,58.8,653000.0,Masculino,Técnico,No,Baja
27.0,Temuco,81.3,551000.0,Masculino,Básica,Sí,Moderada
71.0,Santiago,79.0,428000.0,Otro,Media,Sí,Baja
22.0,Antofagasta,50.0,403000.0,Otro,Básica,Sí,Alta
53.0,Temuco,64.2,,Masculino,Universitario,No,Alta
51.0,Concepción,,523000.0,Masculino,Universitario,Sí,Baja
69.0,Rancagua,62.0,698000.0,,Universitario,Sí,Alta
48.0,Iquique,79.6,446000.0,Femenino,Universitario,No,Moderada
27.0,Talca,69.0,,Masculino,Técnico,No,Alta
75.0,Talca,72.5,,Otro,Media,No,Alta
36.0,Talca,64.0,529000.0,Femenino,Técnico,Sí,
75.0,Valparaíso,,689000.0,Masculino,Media,No,Moderada
49.0,Concepción,39.2,603000.0,Masculino,Media,No,Alta
18.0,Rancagua,78.8,264000.0,Otro,,No,Alta
73.0,Temuco,74.0,586000.0,Femenino,Universitario,No,Baja
22.0,Valparaíso,76.6,592000.0,Masculino,Media,No,Baja
62.0,Concepción,72.0,,Femenino,Universitario,No,Moderada
21.0,Iquique,73.2,,Femenino,Universitario,Sí,Alta
33.0,Antofagasta,84.5,375000.0,Masculino,Universitario,No,Baja
41.0,Rancagua,76.7,509000.0,Femenino,Técnico,Sí,Baja
33.0,Talca,85.6,667000.0,Masculino,Universitario,Sí,Baja
72.0,Santiago,72.6,653000.0,Femenino,Media,No,
19.0,Rancagua,65.5,582000.0,Masculino,Técnico,Sí,Baja
66.0,Puerto Montt,72.9,368000.0,Otro,Universitario,Sí,Moderada
45.0,Concepción,57.5,344000.0,Masculino,Básica,Sí,Moderada
49.0,La Serena,64.3,517000.0,Masculino,Universitario,No,Alta
44.0,Iquique,72.7,527000.0,Masculino,Universitario,Sí,
37.0,Antofagasta,72.5,485000.0,Femenino,Técnico,Sí,Moderada
41.0,Iquique,68.4,379000.0,Otro,Media,Sí,Alta
29.0,Rancagua,49.2,566000.0,Femenino,Universitario,Sí,Alta
67.0,sin información,79.5,517000.0,Femenino,Técnico,No,Baja
52.0,Puerto Montt,82.5,543000.0,Masculino,Técnico,No,Alta
77.0,Temuco,94.7,,Femenino,Media,Sí,Moderada
50.0,Santiago,76.6,459000.0,Masculino,Técnico,No,Alta
50.0,La Serena,70.0,427000.0,Otro,Media,No,Baja
78.0,Concepción,54.8,666000.0,Femenino,Básica,Sí,Moderada
68.0,Talca,92.4,386000.0,Femenino,Universitario,No,Alta
60.0,Puerto Montt,,430000.0,Femenino,Técnico,No,Moderada
54.0,Santiago,72.9,685000.0,Masculino,Básica,Sí,Alta
29.0,Antofagasta,66.2,418000.0,Masculino,Técnico,Sí,Baja
20.0,Talca,65.2,485000.0,Femenino,Técnico,No,Alta
18.0,Rancagua,80.3,438000.0,Femenino,Básica,,Moderada
50.0,La Serena,54.7,233000.0,Otro,Técnico,No,Moderada
57.0,Santiago,94.4,482000.0,Otro,Técnico,No,Moderada
27.0,Valparaíso,,348000.0,Otro,Básica,,Alta
60.0,Temuco,64.7,538000.0,Otro,Técnico,Sí,Alta
61.0,Temuco,57.0,,Otro,Media,Sí,Alta
46.0,Puerto Montt,39.8,168000.0,Masculino,Técnico,Sí,Baja
30.0,Antofagasta,51.2,439000.0,Otro,Universitario,Sí,Baja
29.0,sin información,80.9,568000.0,Otro,Técnico,No,Baja
48.0,Valparaíso,74.7,172000.0,Femenino,Universitario,No,Moderada
63.0,Concepción,77.4,700000.0,Masculino,Universitario,Sí,Moderada
19.0,Antofagasta,,557000.0,Otro,Técnico,Sí,Moderada
78.0,Iquique,64.1,662000.0,Otro,Básica,Sí,Moderada
68.0,sin información,90.5,415000.0,Otro,Media,No,Moderada
67.0,Antofagasta,68.6,,Femenino,Media,No,Alta
52.0,Antofagasta,50.9,476000.0,,Técnico,,
40.0,Valparaíso,68.3,821000.0,Femenino,Básica,Sí,Alta
34.0,Rancagua,58.4,698000.0,Otro,Básica,Sí,Baja
43.0,Valparaíso,75.0,,Femenino,Media,Sí,Baja
25.0,Antofagasta,70.3,538000.0,,Básica,Sí,Baja
46.0,Santiago,78.1,595000.0,Masculino,Técnico,Sí,Baja
43.0,Concepción,51.7,,Otro,Técnico,No,Baja
27.0,Valparaíso,63.3,557000.0,Femenino,Básica,Sí,Moderada
43.0,Rancagua,86.4,507000.0,Masculino,Técnico,No,Moderada
79.0,La Serena,49.7,449000.0,Otro,Universitario,No,Moderada
51.0,Puerto Montt,55.0,535000.0,Masculino,Media,No,Baja
,Antofagasta,73.0,,Masculino,Técnico,No,Baja
58.0,Iquique,74.3,574000.0,Masculino,Básica,No,Alta
,La Serena,62.7,285000.0,Otro,Media,,Moderada
21.0,Temuco,65.8,461000.0,Femenino,Técnico,Sí,Baja
75.0,Talca,78.0,610000.0,Otro,,Sí,
70.0,Rancagua,82.7,555000.0,Femenino,,No,Baja
67.0,Iquique,54.0,431000.0,Otro,Universitario,No,Alta
62.0,Talca,75.5,465000.0,Otro,Universitario,No,Baja
28.0,Rancagua,92.7,655000.0,Otro,Técnico,No,Alta
46.0,Santiago,68.3,318000.0,Femenino,Universitario,No,
73.0,Puerto Montt,53.8,319000.0,Otro,Técnico,No,Moderada
53.0,La Serena,53.1,361000.0,Masculino,Media,Sí,Baja
42.0,Concepción,67.6,498000.0,Otro,Técnico,No,Alta
38.0,Rancagua,85.5,296000.0,Masculino,Técnico,No,Baja
78.0,Concepción,69.4,643000.0,Femenino,Técnico,Sí,Moderada
74.0,Puerto Montt,72.8,361000.0,Femenino,Universitario,No,Moderada
53.0,sin información,55.1,534000.0,Otro,Técnico,Sí,Alta
27.0,Temuco,84.7,413000.0,Otro,,Sí,Moderada
54.0,La Serena,52.8,490000.0,Otro,Técnico,Sí,Moderada
26.0,Puerto Montt,62.4,259000.0,Masculino,Media,No,
41.0,Puerto Montt,79.4,650000.0,Femenino,Básica,Sí,Baja
52.0,Santiago,,,Masculino,Media,Sí,Baja
66.0,Talca,72.6,340000.0,Masculino,Media,No,Alta
52.0,Temuco,54.4,857000.0,Otro,,Sí,Alta
65.0,La Serena,70.2,583000.0,Otro,Básica,No,Moderada
53.0,Antofagasta,64.7,644000.0,Masculino,Básica,No,Moderada
35.0,Antofagasta,101.6,569000.0,Masculino,Universitario,Sí,
66.0,Valparaíso,64.1,432000.0,Otro,Básica,No,Moderada
56.0,Puerto Montt,97.6,304000.0,Otro,Técnico,No,Alta
49.0,Rancagua,78.8,455000.0,Masculino,Media,Sí,Baja
41.0,Santiago,58.0,,,Universitario,Sí,Moderada
40.0,Temuco,,362000.0,Otro,Básica,Sí,
79.0,Antofagasta,65.4,,Masculino,Media,Sí,
49.0,La Serena,73.6,517000.0,Masculino,Básica,No,Baja
54.0,Valparaíso,59.3,736000.0,Femenino,Universitario,Sí,Baja
29.0,La Serena,95.4,584000.0,Masculino,Básica,Sí,Moderada
66.0,Santiago,83.9,484000.0,Otro,Básica,Sí,Alta
72.0,Rancagua,,494000.0,Masculino,Media,No,Baja
30.0,Valparaíso,95.9,43000.0,,Técnico,No,Moderada
40.0,sin información,71.1,436000.0,Masculino,Básica,No,Moderada
42.0,Talca,86.5,286000.0,Femenino,,No,Baja
52.0,Temuco,70.6,520000.0,Femenino,Básica,No,Alta
58.0,Valparaíso,75.9,461000.0,Otro,Básica,Sí,Moderada
47.0,Talca,68.8,370000.0,Femenino,Técnico,No,Alta
,Talca,71.4,517000.0,Masculino,Media,No,Alta
66.0,sin información,72.6,515000.0,Femenino,Universitario,No,Baja
79.0,Concepción,60.0,728000.0,Masculino,,Sí,Moderada
37.0,La Serena,64.0,603000.0,Femenino,Media,Sí,Moderada
65.0,Rancagua,66.7,533000.0,Femenino,Media,No,
42.0,Iquique,73.4,358000.0,Femenino,Básica,Sí,Baja
39.0,La Serena,69.5,339000.0,Masculino,Técnico,No,Baja
30.0,Valparaíso,87.6,590000.0,,Básica,Sí,Baja
76.0,Rancagua,82.7,470000.0,Masculino,,Sí,Alta
36.0,Antofagasta,67.1,537000.0,Masculino,Técnico,No,Alta
66.0,Concepción,90.7,647000.0,Otro,Media,Sí,Moderada
53.0,Antofagasta,98.1,,Femenino,Técnico,No,
29.0,Antofagasta,39.3,710000.0,Otro,Universitario,No,Alta
,Temuco,84.0,645000.0,Otro,Básica,No,
58.0,La Serena,59.6,192000.0,Masculino,Básica,Sí,
36.0,Iquique,82.0,853000.0,Femenino,Media,Sí,Moderada
29.0,Santiago,88.6,548000.0,Masculino,,No,Baja
26.0,Iquique,56.8,428000.0,Masculino,,No,Alta
24.0,Antofagasta,42.2,578000.0,Femenino,Universitario,Sí,Baja
45.0,Valparaíso,82.5,353000.0,Masculino,Técnico,No,Alta
31.0,Concepción,72.0,582000.0,Femenino,Básica,Sí,
48.0,Puerto Montt,45.0,381000.0,Femenino,Universitario,Sí,Alta
69.0,Iquique,107.9,803000.0,Masculino,Universitario,Sí,
36.0,sin información,79.4,509000.0,Masculino,Media,No,Alta
75.0,Concepción,80.1,597000.0,Otro,Universitario,No,Moderada
64.0,Rancagua,90.5,382000.0,Masculino,Media,Sí,Baja
33.0,sin información,61.3,622000.0,Femenino,Básica,No,Moderada
70.0,Talca,72.0,498000.0,Otro,Media,No,Moderada
22.0,Temuco,50.2,288000.0,Femenino,Universitario,Sí,
52.0,Concepción,60.9,464000.0,,Técnico,Sí,Alta
29.0,Valparaíso,75.8,790000.0,Masculino,Técnico,No,Moderada
42.0,Valparaíso,45.0,629000.0,Masculino,Básica,Sí,Baja
,Concepción,60.5,443000.0,Masculino,Básica,No,Alta
76.0,Valparaíso,56.1,220000.0,Femenino,Técnico,Sí,Baja
38.0,La Serena,72.1,375000.0,Otro,Media,Sí,
53.0,Valparaíso,78.6,289000.0,Femenino,Básica,No,Baja
70.0,Iquique,81.1,223000.0,Otro,Universitario,No,Alta
40.0,Talca,85.0,618000.0,Masculino,Básica,No,Moderada
33.0,Valparaíso,90.6,509000.0,Femenino,Media,No,Moderada
74.0,Talca,79.1,769000.0,Masculino,Básica,No,Baja
56.0,Antofagasta,98.3,350000.0,Femenino,,Sí,Baja
,Santiago,71.8,500000.0,Masculino,Universitario,Sí,Alta
70.0,sin información,67.4,291000.0,Femenino,Universitario,No,Baja
59.0,Santiago,79.1,411000.0,Femenino,Media,,Baja
,Antofagasta,66.8,467000.0,Otro,Media,No,Baja
56.0,La Serena,97.8,444000.0,Masculino,Universitario,Sí,Moderada
31.0,Concepción,87.0,508000.0,Otro,,Sí,
48.0,Concepción,81.3,646000.0,,Media,No,Moderada
75.0,Talca,72.0,630000.0,Masculino,Media,No,Alta
22.0,sin información,63.9,385000.0,Femenino,,No,Alta
52.0,Talca,80.5,495000.0,Otro,Técnico,Sí,Moderada
40.0,Temuco,53.1,619000.0,Masculino,Media,No,Moderada
46.0,Valparaíso,93.0,655000.0,Femenino,Universitario,,Moderada
60.0,Puerto Montt,67.3,401000.0,Otro,Técnico,No,Moderada
28.0,Temuco,74.6,606000.0,Otro,Media,No,Baja
35.0,Valparaíso,56.4,550000.0,Otro,Universitario,No,Moderada
64.0,La Serena,80.8,340000.0,Femenino,Básica,No,Moderada
29.0,Talca,63.2,620000.0,Otro,Técnico,Sí,Moderada
26.0,La Serena,79.7,523000.0,,Universitario,,Baja
27.0,La Serena,81.4,239000.0,,Básica,Sí,Baja
75.0,Valparaíso,60.3,456000.0,Masculino,Universitario,Sí,Baja
61.0,Antofagasta,53.1,506000.0,Otro,Media,No,Alta
34.0,Valparaíso,93.0,409000.0,Masculino,Media,,Baja
78.0,Rancagua,67.1,684000.0,Masculino,Básica,Sí,
55.0,Concepción,73.4,690000.0,Masculino,,Sí,Baja
24.0,Concepción,77.3,443000.0,Femenino,,Sí,Baja
